"UniqueID","Ten Co So Y Te","So Dien Thoai","Dia Chi","Hour","Rating","Gioi Thieu","Dich Vu","Bac Si","Chuyen Khoa","Loai Co So","Hinh Anh",
"H09442","Khoa Nội chung - Viện Y học hàng không","0695 64353","225 Trường Chinh, Khương Mai, Thanh Xuân, Hà Nội","","3.0","","Chữa tăng huyết áp, Chữa suy tim, Chữa thiếu máu cơ tim, Chữa nhồi máu cơ tim, Chữa đái tháo đường, Chữa viêm phế quản, Chữa bệnh phế quản tắc nghẽn mạn tính, Chữa viêm khớp, Chữa thoái hóa khớp, Chữa đột quỵ não, Chữa vữa xơ động mạch, Chữa bệnh tim mạch, Chữa bệnh nội tiết, Chữa bệnh thận, Chữa bệnh hô hấp","DB005435, DB005436","","T05","H09442.jpg",
"H09443","Khoa Khám bệnh - Bệnh viện Đa khoa Hòe Nhai","0243 9273 036","17 - 34 Hoè Nhai, Nguyễn Trung Trực, Ba Đình, Hà Nội","Thứ Bảy, Chủ Nhật: 07:30 - 12:00
Thứ Hai - Thứ Sáu: 07:30 - 17:30","3.5","Khoa Khám bệnh có lịch sử hình thành và phát triển cùng với sự hình thành và phát triển của Bệnh viện Đa khoa công lập Hòe Nhai, có đủ các chuyên khoa theo quy định của Bệnh viện Đa khoa hạng 2 được triển khai tại 2 cơ sở bao gồm: phòng Cấp cứu, phòng khám Nội, phòng khám Nhi, phòng khám chuyên khoa Tai Mũi Họng, phòng khám Mắt, phòng khám Răng Hàm Mặt, phòng khám Sản phụ khoa- Kế hoạch hóa gia đình, phòng khám Da liễu -  Ngoại.","Khám và chỉ định các xét nghiệm cận lâm sàng, Kê đơn điều trị ngoại trú, Xử trí các trường hợp cấp cứu, Chỉ định nhập viện điều trị nội trú hoăc chuyển tuyến, Quản lý điều trị các bệnh nhân mạn tính, Điều trị bệnh hô hấp, Điệu trị bệnh tiêu hóa, Khám tư vấn thực hành dinh dưỡng, Đánh giá phát triển tinh thần, vận động, Điều trị đái thảo đường, Điều trị bệnh basedow, điều trị các bệnh tiêu hóa gan mật, Điều trị bệnh thận tiết niệu, Chẩn đoán sớm, chính xác ung thư vòm họng, Chẩn đoán sớm, chính xác ung thư hạ họng, Chẩn đoán sớm, chính xác ung thư thanh quản, Phẫu thuật nội soi mũi xoang, Chỉnh hình vách ngăn, Nội soi và phẫu thuật thanh quản hạt xơ dây thanh, Nội soi và phẫu thuật polip dây thanh, Phẫu thuật cắt Amydal, Nạo V.A, Phẫu thuật nội soi vá nhĩ, Đặt ống thông khí, Phẫu thuật các khối u lành tính vùng đầu, Phẫu thuật các khối u lành tính mặt cổ, Phẫu thuật các khối u lành tính u máu vành tai, Phẫu thuật các khối u lành tính u bã đậu quanh tai","DB005437, DB005438, DB005439, DB005440, DB005441, DB005442, DB005443, DB005444, DB005445, DB005446, DB005447, DB005448, DB005449, DB005450, DB005451, DB005452, DB005453, DB005454, DB005455, DB005456, DB005457, DB005458, DB005459, DB005460","K16","T05","H09443.jpg",
"H09444","Khoa Ngoại tổng quát - Bệnh viện Nhi Đồng 1","0283 9271 119","341 Sư Vạn Hạnh , 10, Quận 10, Hồ Chí Minh","Thứ Hai - Thứ Sáu: 07:00 - 16:00","","","","DB005461, DB005462, DB005463, DB005464, DB005465, DB005466, DB005467, DB005468, DB005469","","T05","",
"H09445","Khoa Xét nghiệm và Giải phẫu - Bệnh viện Đa khoa Hồng Ngọc","0243 9275 568","55 Yên Ninh, Trúc Bạch, Ba Đình, Hà Nội","Thứ Hai - Chủ Nhật: 07:00 - 17:00","4.0","Khoa xét nghiệm của bệnh viện Hồng Ngọc được giới chuyên môn đánh giá cao và có hệ thống trang thiết bị hiện đại nhất miền Bắc hiện nay. Khoa Xét nghiệm và Giải phẫu gồm các chuyên khoa hóa sinh, huyết học, vi sinh y học, là nơi thực hiện các xét nghiệm, giải phẫu bệnh lý phục vụ bệnh nhân đến khám và điều trị nội trú, ngoại trú tại Bệnh viện Hồng Ngọc.","Xét nghiệm hormone tuyến giáp, Chẩn đoán nguy cơ mắc ung thư, Đọc các tiêu bản tế bào của ung thư và sang thương, Xét nghiệm HBV Elisa, Xét nghiệm HBV HIV, Xét nghiệm hormone chỉ điểm khối u, Xét nghiệm hormone sinh dục, Xét nghiệm huyết thanh học, Xét nghiệm miễn dịch, Chẩn đoán nguy cơ mắc bệnh tự miễn, Xét nghiệm nước tiểu, Xét nghiệm sinh hóa, Xét nghiệm ung thư, Xét nghiệm về vi trùng, virus, nấm, ký sinh trùng, Chẩn đoán nguy cơ mắc virus như viêm gan A, B, C, Xét nghiệm virus viêm gan A, viêm gan siêu vi B, Xét nghiệm HBV virut viêm gan A, viêm gan siêu vi B, Xét nghiệm HBV ung thư, Xét nghiệm HBV HIV, Xét nghiệm HBV các hormone tuyến giáp, Xét nghiệm HBV hormone chỉ điểm khối u, Xét nghiệm HBV Elisa, Xét nghiệm HBV hormone sinh dục, Xét nghiệm miễn dịch, Xét nghiệm huyết thanh học, Xét nghiệm sinh hóa, Xét nghiệm nước tiểu, Đọc các tiêu bản tế bào của ung thư và sang thương, Chẩn đoán nguy cơ mắc ung thư, Chẩn đoán nguy cơ mắc bệnh tự miễn, Chẩn đoán nguy cơ mắc virut như viêm gan A, B, C, Xét nghiệm về vi trùng, virut, nấm, ký sinh trùng","DB005470, DB005471, DB005472","K39, K11","T05","H09445.jpg",
"H09446","Khoa Điều trị theo yêu cầu - Bệnh viện Nội tiết Trung ương - Cơ sở 1","0243 8533 527","Cổ Điển, Tứ Hiệp, Thanh Trì, Hà Nội","","4.0","Khoa Điều trị theo yêu cầu - Bệnh viện Nội tiết Trung ương được thành lập tháng 5/2003 từ tiền thân là khu Điều trị tự nguyện, nhằm đáp ứng tốt hơn nhu cầu khám chữa bệnh đa dạng của nhân dân, khi mức sống đang ngày càng được nâng lên rõ rệt. Để thực hiện nhiệm vụ nâng cao chất lượng khám, điều trị và chăm sóc các bệnh lý nội tiết - chuyển hóa và đái tháo đường; các bệnh lý mãn tính, khoa đã đảm trách nhiều nhiệm vụ như khám ban đầu, điều trị ban ngày và điều trị nội trú với sự tham gia của đội ngũ tiến sĩ, thạc sĩ, bác sĩ, điều dưỡng chuyên ngành có trình độ chuyên môn cao và luôn tận tình chăm sóc bệnh nhân.","","DB005473, DB005474","K23","T05","H09446.jpg",
"H09447","Đơn vị Gamma Knife - Bệnh viện Chợ Rẫy","0283 8554 137","201B Nguyễn Chí Thanh, 12, Quận 5, Hồ Chí Minh","Thứ Bảy: 07:00 - 11:00
Thứ Hai - Thứ Sáu: 07:00 - 16:00","","","Chữa đau dây V, Chữa dị dạng động - tĩnh mạch não, Chữa AVM, Chữa dò động-tĩnh mạch màng cứng, Chữa Schwannoma, Chữa u dây VIII, Chữa u dây V, Chữa u tuyến yên, Chữa u sọ hầu, Chữa u màng não, Chữa u sao bào, Chữa u não di căn, Chữa đau dây V","","K35, K37","T05","H09447.jpg",
"H09448","Khoa Hô Hấp - Bệnh viện Phổi Trung ương","0248326249","463 Hoàng Hoa Thám, Cống Vị, Ba Đình, Hà Nội","","3.0","","Soi màng phổi gây dính điều trị tràn dịch màng phổi do ung thư và tràn khí màng phổi, Khử khuẩn, Chống mầm bệnh lây lan qua đường hô hấp và ô nhiễm môi truờng, Kiểm soát nhiễm khuẩn và phòng lây nhiễm lao","DB005475, DB005476, DB005477, DB005478, DB005479","K13","T05","H09448.jpg",
"H09449","Khoa Trẻ em lành mạnh - Bệnh viện Nhi đồng 2","0238295723","14 Lý Tự Trọng, Bến Nghé , Quận 1, Hồ Chí Minh","Thứ Hai - Chủ Nhật: 07:30 - 19:30","","","Tiêm chủng cho trẻ em","DB005480, DB005481, DB005482, DB005483, DB005484, DB005485, DB005486","K21","T05","H09449.jpg",
"H09450","Khoa Phẫu thuật - Tạo hình thẩm mỹ - Bệnh viện Nhân dân Gia Định","0283 8412 692","01 Nơ Trang Long, 7, Bình Thạnh, Hồ Chí Minh","Trong giờ: Từ thứ 2 đến thứ 6 - Sáng: Từ 07h00 - 11h30 - Chiều: Từ 13h30 - 16h30 Ngoài giờ: - Chiều từ thứ 2 đến Chủ nhật: 16h00 - 19h00 - Sáng thứ 7 và Chủ nhật: 07h00 -11h30","","","Phẫu thuật tạo mí đôi, Phẫu thuật căng da mặt, Phẫu thuật độn cằm, Phẫu thuật tạo hình thành bụng, Phun xăm thẩm mỹ, Phẫu thuật sửa mũi, Phẫu thuật tạo hình vú sau ung thư, Xóa nếp nhăn không phẫu thuật, Phẫu thuật tai nhỏ, Phẫu thuật không có vành tai, Phẫu thuật khuyết hổng mất mũi, Phẫu thuật khuyết hổng da vùng mặt, Phẫu thuật chỉnh sẹo xấu, Phẫu thuật chỉnh sẹo lồi, Phẫu thuật vá lỗ tai, Phẫu thuật tạo đồng tiền, Phẫu thuật tạo đồng điếu, Phẫu thuật tạo hình vú sau ung thư, Phẫu thuật tạo mí đôi, Phẫu thuật sửa mũi, Phẫu thuật sứt môi, Phẫu thuật nâng mũi tự nhiên, Phẫu thuật làm thon tháp mũi, Phẫu thuật chỉnh gồ xương mũi, Phẫu thuật căng da mặt, Phẫu thuật căng da cổ, Phẫu thuật độn cằm, Phẫu thuật tạo hình vùng cằm, Phẫu thuật làm thon mặt, Phẫu thuật nâng ngực nội soi, Phẫu thuật tạo hình núm vú, Phẫu thuật thu nhỏ quầng vú, Phẫu thuật treo ngực xệ, Phẫu thuật hút mỡ bụng, Phẫu thuật tạo hình thành bụng, Phẫu thuật độn mông, Phẫu thuật độn bắp tay, Phẫu thuật độn bắp chân, Tạo mắt hai mí không phẫu thuật, Xóa nếp nhăn không phẫu thuật, Xóa mặt rỗ bằng phương pháp siêu mài mòn, Xóa mụn cóc bằng Laser, Xóa mụn ruồi bằng Laser, Phun xăm thẩm mỹ","DB005487, DB005488",", K02","T05","H09450.jpg",
"H09451","Khoa Nội tim mạch - Bệnh viện Chợ Rẫy","0283 8554 137","210B Nguyễn Chí Thanh, 12, Quận 5, Hồ Chí Minh","Thứ Bảy: 07:00 - 11:00
Thứ Hai - Thứ Sáu: 07:00 - 16:00","","","Điều trị các rối loạn nhịp tim, Điều trị bệnh suy tim, Siêu âm tim gắng sức, Điều trị các bệnh mạch vành, Điều trị các bệnh tăng huyết áp, Điều trị các bệnh van tim, Điều trị các bệnh cơ tim, Điều trị các bệnh lý động mạch - tĩnh mạch, Điều trị các rối loạn nhịp tim, Điều trị bệnh suy tim, Đặt máy tạo nhịp vĩnh viễn, Thăm dò điện sinh lý can thiệp trong rối loạn nhịp , Cắt đốt bằng năng lượng sóng cao tần, Siêu âm tim gắng sức","DB005489, DB005490, DB005491, DB005492, DB005493, DB005494, DB005495, DB005496, DB005497, DB005498, DB005499, DB005500",", K35, K23","T05","H09451.jpg",
"H09452","Khoa Nội tổng hợp - Bệnh viện Đại học Y Dược thành phố Hồ Chí Minh - Cơ sở 1","0283 8554 269","215 Hồng Bàng, 11, Quận 5, Hồ Chí Minh","Thứ Bảy: 06:30 - 12:00
Thứ Hai - Thứ Sáu: 06:30 - 16:30","5.0","Khoa Nội tổng hợp là một trong những khoa được thành lập đầu tiên của bệnh viện đại học Y dược thành phố Hồ Chí Minh. Hiện nay, khoa Nội tổng hợp gồm có 3 phân khoa: nội tiết - gan mật. tiêu hóa, hô hấp. Khoa đươc trang bị những trang thiết bị hiện đại, có sự thăm khám trực tiếp và điều trị cho bệnh nhân là các Phó Giáo sư, tiến sĩ, thạc sĩ, bác sĩ đầu ngành, có nhiều năm kinh nghiệm. ","Điều trị các bệnh nhiễm trùng, Điều trị các bệnh hô hấp, Nội soi phế quản, Điều trị cường giáp, Điều trị viêm giáp, Điều trị các bệnh Nội tiết, Chữa bệnh tuyến thượng thận, Điều trị các bệnh về thận, Điều trị các bệnh nội tổng quát, Điều trị các bệnh nội tiết, Điều trị các bệnh tiêu hóa – gan mật, Điều trị các bệnh hô hấp, Điều trị các bệnh nội tổng quát, Điều trị các bệnh về xương khớp, Điều trị các bệnh về thận, Điều trị các bệnh nhiễm trùng, Đào tạo đại học và sau đại học, Tổ chức nhiều hội thảo chuyên ngành, Tư vấn đái tháo đường, Điều trị viêm giáp, Điều trị cường giáp, Điều trị nhược giáp, Điều trị nhân giáp, Điều trị ung thư tuyến giáp, Chữa bệnh tuyến thượng thận, Chữa bệnhu tuyến thượng thận, Chữa bệnh tăng huyết áp người trẻ, Chữa bệnh u tuyến yên, Chữa bệnh chậm tăng trưởng, Điều trị các bệnh lý liên quan đến tuyến sinh dục, Điều trị dậy thì muộn, Nội soi phế quản, Chọc hút dịch màng dưới hướng dẫn siêu âm, Sinh thiết xuyên phế quản và thành ngực, Chẩn đoán và điều trị các bệnh lý hô hấp","DB005501, DB005502, DB005503, DB005504, DB005505, DB005506, DB005507, DB005508, DB005509, DB005510, DB005511, DB005512, DB005513, DB005514, DB005515, DB005516, DB005517, DB005518, DB005519, DB005520, DB005521, DB005522, DB005523, DB005524, DB005525, DB005526, DB005527, DB005528, DB005529, DB005530, DB005531, DB005532, DB005533, DB005534, DB005535, DB005536, DB005537, DB005538, DB005539, DB005540, DB005541, DB005542, DB005543, DB005544, DB005545, DB005546, DB005547, DB005548, DB005549, DB005550, DB005551, DB005552, DB005553, DB005554, DB005555, DB005556, DB005557, DB005558, DB005559, DB005560, DB005561, DB005562, DB005563, DB005564, DB005565, DB005566, DB005567, DB005568, DB005569, DB005570, DB005571, DB005572, DB005573, DB005574, DB005575, DB005576, DB005577, DB005578, DB005579, DB005580, DB005581, DB005582, DB005583, DB005584, DB005585, DB005586, DB005587, DB005588, DB005589, DB005590, DB005591, DB005592, DB005593, DB005594, DB005595, DB005596, DB005597, DB005598, DB005599, DB005600, DB005601, DB005602, DB005603, DB005604, DB005605, DB005606, DB005607, DB005608, DB005609, DB005610, DB005611, DB005612, DB005613, DB005614, DB005615, DB005616, DB005617, DB005618, DB005619, DB005620, DB005621, DB005622, DB005623, DB005624, DB005625, DB005626, DB005627, DB005628, DB005629, DB005630, DB005631, DB005632, DB005633, DB005634, DB005635, DB005636, DB005637, DB005638, DB005639, DB005640, DB005641, DB005642","","T05","H09452.jpg",
"H09453","Khoa Khám bệnh I - Bệnh viện Da Liễu Hà Nội","0243 7333 803","79B Nguyễn Khuyến, Văn Miếu, Đống Đa, Hà Nội","Thứ Hai - Thứ Sáu: 07:00 - 11:30 , 13:30 - 17:00
Thứ Bảy, Chủ Nhật: 07:30 - 11:30 , 14:00 - 17:00","3.2","Khoa Khám bệnh của Bệnh viện Da liễu Hà Nội là khoa có nhiệm vụ là đầu mối tiếp đón người bệnh, khám bệnh kê đơn thuốc ngoại trú, chỉ định bệnh nhân điều trị chuyên sâu. Khoa Khám bệnh của Bệnh viện Da liễu Hà Nội với đội ngũ Y bác sỹ được đào tạo cơ bản trình độ tiến sỹ, bác sỹ, chuyên khoa cấp II, cấp I, thạc sỹ, điều dưỡng trung cấp…Khoa Khám bệnh phục vụ tận tình, chu đáo và khám chữa bệnh đạt chất lượng cao cho khoảng 400 – 500 lượt người bệnh/ngày, khoa khám bệnh luôn đạt và vượt chỉ tiêu đề ra hàng tháng, hàng năm.","Khám chữa bệnh theo yêu cầu, Khám chữa bệnh thông thường theo quy định của Sở Y tế, Khám bệnh kê đơn thuốc ngoại trú, Điều trị bằng thuốc Y Học dân tộc, Chăm sóc da mặt bằng thuốc y học dân tộc, Khám chữa bệnh thông thường theo quy định của Sở Y tế, Khám chữa bệnh theo yêu cầu, Khám bệnh kê đơn thuốc ngoại trú, Điều trị bằng thuốc Y Học dân tộc, Chăm sóc da mặt bằng thuốc Y học dân tộc","DB005643, DB005644, DB005645, DB005646, DB005647","K16","T05","H09453.jpg",
"H09454","Khoa Chi trên - Bệnh viện Chấn thương Chỉnh hình thành phố Hồ Chí Minh","0283 9235 831","929 Trần Hưng Đạo, 1, Quận 5, Hồ Chí Minh","Thứ Bảy: 07:00 - 12:00
Thứ Hai - Thứ Sáu: 07:00 - 20:00","","","Thay khớp vai, Phẫu thuật nội soi tái tạo dây chằng khớp vai, Tái hồi trật khớp vai, Phẫu thuật gãy xương vai, Phẫu thuật gãy cổ, Phẫu thuật xương cánh tay, Phẫu thuật gãy mỏm vẹt, Phẫu thuật mỏm khuỷu, Phẫu thuật gãy xương thuyền, Phẫu thuật gãy trật quanh nguyệt, Khớp giả xương cánh tay, Khớp giả cẳng tay, Khớp giả xương thuyền","DB005648, DB005649, DB005650, DB005651, DB005652, DB005653, DB005654, DB005655, DB005656, DB005657, DB005658, DB005659, DB005660, DB005661, DB005662, DB005663, DB005664, DB005665","K03","T05","H09454.jpg",
"H09455","Khoa Hô hấp Nhi - Bệnh viện Đa khoa Xanh Pôn","096 771 16 16","12 Chu Văn An, Điện Biên, Ba Đình, Hà Nội","Thứ Hai - Chủ Nhật: 08:00 - 17:00","4.0","Ra đời vào những ngày đầu thành lập bệnh viện, năm 1970. Khoa Hô hấp Nhi - Bệnh viện Đa khoa Xanh Pôn  luôn là một trong những địa điểm khám chữa bệnh uy tín hàng đầu cho trẻ em thành phố Hà Nội. Hàng năm, khoa đã khám và điều trị cho hàng chục ngàn người bệnh, đạt được nhiều thành tựu trong việc chăm sóc sức khỏe cho trẻ em. Khoa Hô hấp Nhi không ngừng nỗ lực phát triển toàn diện về cơ cấu tổ chức, năng lực chuyên môn cũng như cơ sở vật chất để phục vụ cộng đồng tốt hơn đáp ứng được nhu cầu phát triển của xã hội.","Chữa hen phế quản, Tư vấn hen phế quản, Chữa dị vật đường thở, Chữa tràn khí màng phổi, Chữa áp xe phổi, Chữa viêm thanh khí phế quản, Chữa viêm phế quản phổi, Đo chức năng hô hấp, Chữa viêm phế quản phổi, Chữa viêm tiểu phế quản, Chữa hen phế quản, Chữa viêm thanh khí phế quản, Chữa tràn mủ màng phổi, Chữa tràn khí màng phổi, Chữa áp xe phổi, Chữa dãn phế quản, Chữa dị vật đường thở, Tư vấn hen phế quản, Hướng dẫn tập thở cho những bệnh lý hô hấp mãn tính, Nội soi phế quản ống mềm cho trẻ em, Đo chức năng hô hấp, Thăm dò các chức năng thông khí phổi, Chọc hút phổi, Dẫn lưu khí phổi, Dịch màng phổi , Vỗ rung hô hấp, Dẫn lưu tư thế, Chữa dịch viêm đường hô hấp cấp tính nặng ","DB005666, DB005667","K13, K21","T05","H09455.jpg",
"H09456","Khoa Khám bệnh theo yêu cầu - Bệnh viện Nhi đồng thành phố Cần Thơ","071731004","345 Nguyễn Văn Cừ, An Bình, Ninh Kiều, Cần Thơ","","","","","DB005668","K16","T05","H09456.jpg",
"H09457","Khoa Cấp cứu - Bệnh viện Nhi đồng 1","0283 9271 119","341 Sư Vạn Hạnh, 10, Quận 10, Hồ Chí Minh","Thứ Hai - Chủ Nhật: 05:00 - 06:30 , 10:30 - 13:00 , 16:00 - 20:00","","","Lọc máu liên tục, Thay máu, Lọc máu liên tục, Thẩm phân phúc mạc, Thay máu, Điều trị ngộ độc cấp","DB005669, DB005670, DB005671, DB005672, DB005673, DB005674, DB005675, DB005676","K14, K21","T05","H09457.jpg",
"H09458","Khoa Lao HIV - Bệnh viện Phạm Ngọc Thạch","0283 8550 207","120 Hồng Bàng, 12, Quận 5, Hồ Chí Minh","","","","","DB005677, DB005678","K13, K36","T05","H09458.jpg",
"H09459","Khoa Nội tim mạch - Bệnh viện Đa khoa Xuyên Á","0283 7966 115","42/22 Ấp Chợ, Tân Phú Trung, Củ Chi, Hồ Chí Minh","Thứ Hai - Chủ Nhật: 06:00 - 11:30 , 13:00 - 16:30","4.0","","","DB005679, DB005680","","T05","H09459.jpg",
"H09460","Khoa Xét nghiệm - Bệnh viện Phụ Sản Hà Nội","0243 8343 181","929 Đê La Thành, Ngọc Khánh, Ba Đình, Hà Nội","","4.0","","Xét nghiệm tổng quát, Xét nghiệm mô thai, Xét nghiệm tổng quát, Xét nghiệm mô thai, Xét nghiệm bệnh liên quan đến gen và di truyền, Xét nghiệm sàng lọc 33 bệnh rối loạn chuyển hoá acid amin, Xét nghiệm tinh dịch đồ NG, Xét nghiệm Double Test, Xét nghiệm CA125, Xét nghiệm Ferritin, Xét nghiệm Karyotype máu, Xét nghiệm AMH tự động, Xét nghiệm tổng hợp 5 loại anti phospholipid, Xét nghiệm Anti-Cardiolipin IgM","DB005681, DB005682","K39","T05","",
"H09461","Khoa Y học cổ truyền dân tộc A10 - Bệnh viện 354","0243 7622 595","120 Đốc Ngữ, Vĩnh Phúc, Ba Đình, Hà Nội","Thứ Hai - Chủ Nhật: 00:00 - 23:30","","Khoa Y học cổ truyển được thành lập ngày 27/7/1977. Khoa có chức năng: ứng dụng điều trị các loại bệnh mạn tính bằng Y học cổ truyền kết hợp Y học hiện đại, tổ chức nghiên cứu khoa học nhằm xác định các phương pháp điều trị phòng bệnh bằng phương pháp Y học cổ truyền dân tộc, ứng dụng các tiến bộ kỹ thuật về Y học cổ truyền để không ngừng nâng cao chất lượng điều trị, và tham gia khám bệnh ngoại trú cho các đối tượng dịch vụ y tế.","Điều trị thiểu năng sinh lý, Điều trị sa niêm mạc trực tràng, Điều trị viêm da dị ứng, Điều trị Goutte mạn, Điều trị đau lưng cục bộ, Điều trị thoái hóa cột sống cổ, Điều trị thoái hóa cột sống thắt lưng, Điều trị thoái hóa khớp, Điều trị thoát vị đĩa đệm, Điều trị viêm khớp dạng thấp, Điều trị trĩ nội, Điều trị viêm loét dạ dày tá tràng mạn tính, Điều trị viêm đại tràng mạn, Điều trị thiểu năng tuần hoàn não, Điều trị viêm tắc động mạch chi, Điều trị rối loạn thần kinh thực vật, Điều trị suy nhược thần kinh, Điều trị đau thần kinh cổ vai cánh tay, Điều trị liệt dây 7 ngoại vi, Điều trị suy nhược cơ thể, Điều trị phục hồi di chứng liệt sau đột qụy, Điều trị đau thần kinh cổ vai cánh tay, Điều trị thoái hoá cột sống cổ, Điều trị liệt dây 7 ngoại vi, Điều trị đau lưng cục bộ, Điều trị thoái hoá cột sống thắt lưng, Điều trị thoát vị đĩa đệm, Điều trị viêm khớp dạng thấp, Điều trị thoái hoá khớp, Điều trị Goutte mạn, Điều trị viêm tắc động mạch chi, Điều trị viêm đại tràng mạn, Điều trị trĩ nội, Điều trị sa niêm mạc trực tràng, Điều trị viêm loét dạ dày tá tràng mạn tính, Điều trị viêm da dị ứng, Điều trị thiểu năng sinh lý, Điều trị rối loạn thần kinh thực vật, Điều trị thiểu năng tuần hoàn não, Điều trị suy nhược cơ thể, Điều trị suy nhược thần kinh, Điều trị phục hồi di chứng liệt sau đột qụy","DB005683, DB005684","K40","T05","H09461.jpg",
"H09462","Khoa Nội thận - Cơ xương khớp - Bệnh viện Trung ương Huế","0234 3822 325","16 Lê Lợi, Vĩnh Ninh, Huế, Thừa Thiên - Huế","","","","Điều trị các bệnh về thận, Chẩn đoán bệnh cơ xương khớp, Chẩn đoán các bệnh lý khác, Lựa chọn các cặp cho - ghép thận, Theo dõi điều trị ngoại trú cho bệnh nhân ghép thận, Theo dõi điều trị ngoại trú cho bệnh nhân ghép tim, Theo dõi điều trị ngoại trú cho bệnh nhân ghép gan","DB005685, DB005686, DB005687","K03","T05","H09462.jpg",
"H09463","Trung tâm Truyền máu - Bệnh viện Chợ Rẫy","0283 9555 885","201B Nguyễn Chí Thanh, 12, Quận 5, Hồ Chí Minh","Thứ Bảy: 07:00 - 11:00
Thứ Hai - Thứ Sáu: 07:00 - 16:00","4.0","Trung tâm Truyền máu - Bệnh viện Chợ Rẫy có chức năng tham mưu, giúp giám đốc bệnh viện xây dựng chiến lược tổng thể, tổ chức thực hiện và quản lý tập trung việc thực hiện công tác truyền máu, đảm bảo cung ứng đủ máu, chất lượng, an toàn, kịp thời cho công tác cấp cứu, hồi sức, điều trị bệnh nhân trong khu vực phía Nam; đào tạo bồi dưỡng về công tác truyền máu cho cán bộ y tế tuyến dưới.","","DB005688, DB005689, DB005690, DB005691, DB005692, DB005693, DB005694, DB005695, DB005696, DB005697, DB005698","K15","T05","H09463.jpg",
"H09464","Khoa Khám bệnh - Bệnh viện Bình An","0297 3942 800","80 - 82 Nguyễn Trung Trực, Vĩnh Bảo, Rạch Giá, Kiên Giang","","","","Điều trị Nội tổng quát, Điều trị chuyên khoa Tim mạch – Nội tiết, Điều trị chuyên khoa Nội gan, Điều trị chuyên khoa Nội thần kinh – Tâm thần, Điều trị bệnh lý về Phổi, Điều trị bệnh lý Ngoại khoa, Điều trị bệnh lý Hậu môn trực tràng – đại tràng, Điều trị bệnh lý Ngoại tiết niệu, Điều trị chuyên khoa Tai mũi họng, Điều trị chuyên khoa Mắt, Điều trị chuyên khoa Răng Hàm Mặt, Điều trị bệnh lý cơ xương khớp, Điều trị bệnh lý Sản phụ khoa, Khám Nhi, Khám Da liễu","DB005699, DB005700, DB005701","K16","T05","H09464.jpg",
